"Unidades locais en Galicia segundo actividade principal (divisións CNAE 2009)";""
"";""
"Unidade: Número de unidades locais";""
"Variables en filas: CNAE 2009, Espazo";""
"36019 Fornelos de Montes";"0"
"36021 Gondomar";"96"
"36033 Mos";"200"
"36035 Nigrán";"112"
"36037 Pazos de Borbén";"16"
"36039 Porriño, O";"300"
"36045 Redondela";"130"
"36049 Salceda de Caselas";"53"
"36053 Soutomaior";"30"
"36057 Vigo";"1.101"
"3 Construción [+]";""
"15006 Arzúa";"72"
"15010 Boimorto";"21"
"15066 Pino, O";"42"
"15085 Touro";"29"
"15011 Boiro";"181"
"15067 Pobra do Caramiñal, A";"63"
"15072 Rianxo";"94"
"15073 Ribeira";"179"
"15007 Baña, A";"28"
"15056 Negreira";"103"
"15014 Cabana de Bergantiños";"92"
"15019 Carballo";"623"
"15029 Coristanco";"117"
"15041 Laracha, A";"176"
"15040 Laxe";"60"
"15043 Malpica de Bergantiños";"77"
"15068 Ponteceso";"84"
"15003 Aranga";"14"
"15009 Betanzos";"119"
"15026 Cesuras";"-"
"15027 Coirós";"15"
"15032 Curtis";"57"
"15039 Irixoa";"14"
"15048 Miño";"65"
"15063 Oza dos Ríos";"-"
"15902 Oza Cesuras";"57"
"15064 Paderne";"22"
"15091 Vilarmaior";"15"
"15090 Vilasantar";"19"
"15001 Abegondo";"93"
"15005 Arteixo";"426"
"15008 Bergondo";"117"
"15017 Cambre";"259"
"15021 Carral";"72"
"15030 Coruña, A";"1.986"
"15031 Culleredo";"318"
"15058 Oleiros";"287"
"15075 Sada";"129"
"15015 Cabanas";"43"
"15018 Capela, A";"6"
"15050 Monfero";"22"
"15069 Pontedeume";"51"
"15070 Pontes de García Rodríguez, As";"62"
"15004 Ares";"37"
"15022 Cedeira";"78"
"15035 Fene";"98"
"15036 Ferrol";"332"
"15049 Moeche";"12"
"15051 Mugardos";"45"
"15054 Narón";"283"
"15055 Neda";"40"
"15076 San Sadurniño";"30"
"15081 Somozas, As";"8"
"15087 Valdoviño";"55"
"15023 Cee";"81"
"15028 Corcubión";"10"
"15034 Dumbría";"43"
"15037 Fisterra";"32"
"15052 Muxía";"71"
"15020 Carnota";"43"
"15053 Muros";"83"
"15042 Lousame";"45"
"15057 Noia";"142"
"15062 Outes";"92"
"15071 Porto do Son, O";"127"
"15024 Cerceda";"83"
"15038 Frades";"25"
"15047 Mesía";"25"
"15059 Ordes";"175"
"15060 Oroso";"82"
"15084 Tordoia";"35"
"15086 Trazo";"43"
"15901 Cariño";"56"
"15025 Cerdido";"10"
"15044 Mañón";"8"
"15061 Ortigueira";"60"
"15002 Ames";"333"
"15012 Boqueixón";"50"
"15013 Brión";"77"
"15078 Santiago de Compostela";"792"
"15082 Teo";"190"
"15088 Val do Dubra";"46"
"15089 Vedra";"53"
"15033 Dodro";"27"
"15065 Padrón";"79"
"15074 Rois";"36"
"15046 Melide";"146"
"15079 Santiso";"20"
"15080 Sobrado";"21"
"15083 Toques";"14"
"15016 Camariñas";"84"
"15092 Vimianzo";"166"
"15093 Zas";"96"
"15045 Mazaricos";"59"
"15077 Santa Comba";"170"
"27901 Baralla";"32"
"27006 Becerreá";"38"
"27012 Cervantes";"11"
"27034 Navia de Suarna";"18"
"27037 Nogais, As";"9"
"27045 Pedrafita do Cebreiro";"5"
"27009 Carballedo";"25"
"27016 Chantada";"109"
"27060 Taboada";"28"
"27004 Baleira";"8"
"27018 Fonsagrada, A";"30"
"27035 Negueira de Muñiz";"2"
"27011 Castroverde";"33"
"27014 Corgo, O";"40"
"27020 Friol";"38"
"27023 Guntín";"35"
"27028 Lugo";"932"
"27039 Outeiro de Rei";"64"
"27049 Portomarín";"11"
"27056 Rábade";"10"
"27002 Alfoz do Castrodouro";"20"
"27902 Burela";"84"
"27019 Foz";"142"
"27027 Lourenzá";"32"
"27030 Mondoñedo";"56"
"27063 Valadouro, O";"23"
"27013 Cervo";"26"
"27038 Ourol";"3"
"27064 Vicedo, O";"21"
"27066 Viveiro";"108"
"27025 Xove";"30"
"27005 Barreiros";"45"
"27048 Pontenova, A";"50"
"27051 Ribadeo";"105"
"27061 Trabada";"12"
"27029 Meira";"24"
"27046 Pol";"12"
"27053 Ribeira de Piquín, A";"5"
"27054 Riotorto";"13"
